,episode,total_reward
0,0,46.796912445443105
1,1,-31.600000000000016
2,2,48.36962328507394
3,3,31.053026984869373
4,4,-35.65609999999998
5,5,-34.069700000000005
6,6,38.12831624808854
7,7,52.17394161649915
8,8,-28.200000000000024
9,9,-27.60000000000003
10,10,51.3436026585224
11,11,47.01735906296817
12,12,-27.60470000000003
13,13,51.63571791050425
14,14,53.97847968069937
15,15,46.76039375150418
16,16,-14.299999999999905
17,17,39.12597819999876
18,18,-31.937100000000008
19,19,52.6014242438292
20,20,-22.464099999999988
21,21,53.92967609079884
22,22,-35.129900000000006
23,23,54.737585786229985
24,24,60.11648130802261
25,25,-36.24370000000002
26,26,31.919026619604214
27,27,-24.30000000000004
28,28,-26.300000000000033
29,29,49.33095238949772
30,30,59.8976121806816
31,31,47.52110040932173
32,32,-25.257299999999923
33,33,56.269550139940996
34,34,-35.888200000000055
35,35,54.777258491003835
36,36,72.40299237342
37,37,61.63812012762669
38,38,-34.843400000000024
39,39,46.78595508568977
40,40,62.42634386952845
41,41,49.26353305048141
42,42,-38.74369999999996
43,43,54.794705293507036
44,44,48.445660939020264
45,45,66.95097026039295
46,46,-23.84600000000005
47,47,63.76103558189254
48,48,47.91110698702574
49,49,49.31343172762004
50,50,65.37943824918015
51,51,52.48061994755916
52,52,54.821260413443625
53,53,39.980730324608714
54,54,-20.97660000000013
55,55,68.25406338209466
56,56,41.718475514080374
57,57,56.439915277041194
58,58,-6.753899999999831
59,59,56.07912089102052
60,60,41.34267702833103
61,61,43.72739622392367
62,62,47.34095479236902
63,63,-16.115499999999937
64,64,47.403477260052554
65,65,-29.240900000000025
66,66,-35.74560000000002
67,67,46.10802143297587
68,68,-23.75489999999995
69,69,-25.646900000000024
70,70,47.68015260799732
71,71,36.82586803599171
72,72,42.41190761103167
73,73,52.62244039337356
74,74,-21.0
75,75,45.68231399721642
76,76,31.675354966762193
77,77,-19.974899999999863
78,78,58.60140361497213
79,79,65.99792751933677
80,80,69.22038490799046
81,81,-34.0536
82,82,-25.300000000000036
83,83,46.427994741667604
84,84,-7.2177999999998335
85,85,63.60539133366877
86,86,69.47134892549882
87,87,58.136832862439334
88,88,48.798704152535386
89,89,52.64129966511771
90,90,-22.700000000000024
91,91,70.7805972502524
92,92,-41.0364
93,93,-28.359500000000022
94,94,44.41051622837346
95,95,51.769965552581894
96,96,-19.199999999999974
97,97,60.11211903767945
98,98,54.233289071342654
99,99,-11.773899999999987
100,100,68.60587540483431
101,101,60.93502922863483
102,102,-25.86050000000004
103,103,38.69922613330331
104,104,66.32830377699236
105,105,-35.48830000000004
106,106,46.7882797859077
107,107,-21.069200000000343
108,108,-21.463900000000006
109,109,45.84933114057934
110,110,27.576881508819163
111,111,-20.82009999999986
112,112,46.702766574851466
113,113,-22.075199999999946
114,114,-27.129000000000033
115,115,-26.009399999999975
116,116,50.392763871568576
117,117,-23.177899999999983
118,118,44.259312232605616
119,119,-15.599999999999923
120,120,39.017356330391756
121,121,51.64570387304607
122,122,-39.26600000000003
123,123,51.062414202539216
124,124,-39.8528
125,125,-24.30000000000004
126,126,-37.54309999999998
127,127,-10.23889999999977
128,128,63.15534366818943
129,129,50.960368422934266
130,130,53.453042846270975
131,131,-38.59479999999999
132,132,65.89500167439651
133,133,44.74132930071074
134,134,-34.890499999999996
135,135,-38.19979999999999
136,136,-18.984899999999943
137,137,-26.90000000000003
138,138,43.869360181262294
139,139,57.971334831786876
140,140,48.007735892380076
141,141,57.3493773020343
142,142,-26.60000000000003
143,143,-36.798200000000044
144,144,44.460848067157336
145,145,37.463891988998206
146,146,-15.799999999999926
147,147,-30.096800000000016
148,148,67.22651644437302
149,149,53.47491971625562
150,150,-23.228399999999674
151,151,-26.765700000000017
152,152,34.15474405401465
153,153,46.50365144426635
154,154,51.128843092785814
155,155,64.84752225908895
156,156,48.214843695401754
157,157,32.16643961044359
158,158,-24.10000000000004
159,159,30.74671407875517
160,160,-34.70469999999999
161,161,44.75583860336729
162,162,45.06025553960388
163,163,40.44473577734589
164,164,-35.466800000000035
165,165,43.15949342274982
166,166,-23.579199999999897
167,167,43.73503800256067
168,168,-20.721599999999988
169,169,56.767401826663246
170,170,49.66239678447417
171,171,45.76096478308118
172,172,47.522304334478974
173,173,51.698776707262354
174,174,58.60063138570357
175,175,-36.060199999999945
176,176,42.508469884836074
177,177,-23.381900000000204
178,178,-15.94619999999982
179,179,-22.30510000000017
180,180,29.330715073132748
181,181,45.50862612700403
182,182,-15.02179999999991
183,183,45.5266713353772
184,184,-17.49999999999995
185,185,56.61655310815898
186,186,56.262149542352866
187,187,57.0722801452807
188,188,60.553797139329035
189,189,-12.999999999999886
190,190,-22.700000000000024
191,191,58.17030457605166
192,192,-23.220900000000025
193,193,63.925184139860406
194,194,-38.7544
195,195,41.49688231542031
196,196,40.57639295119957
197,197,63.8133435153187
198,198,-11.499999999999865
199,199,-17.547500000000024
200,200,35.72027624477077
201,201,46.270501648282675
202,202,53.59992628065953
203,203,-27.82299999999998
204,204,39.536102834757614
205,205,-20.571699999999826
206,206,69.69117822788024
207,207,-24.50000000000004
208,208,31.294050878676533
209,209,-22.388000000000286
210,210,36.120479951999414
211,211,-16.199999999999932
212,212,52.72315494770987
213,213,59.25642395736783
214,214,-27.764400000000066
215,215,51.166671384064585
216,216,-35.98199999999999
217,217,-22.000000000000014
218,218,-39.6632
219,219,-40.6004
220,220,43.53050471750885
221,221,65.60539822935749
222,222,61.57758761020051
223,223,-21.900000000000013
224,224,56.81165331732595
225,225,-37.82680000000001
226,226,44.19051237342742
227,227,49.13170308412116
228,228,62.226709584062014
229,229,45.62169735720683
230,230,59.829823290187974
231,231,-21.160000000000032
232,232,59.83565350343517
233,233,35.50536309456964
234,234,-11.759299999999715
235,235,66.66850927543666
236,236,-39.825399999999995
237,237,64.18749980875003
238,238,-17.13390000000017
239,239,44.49953004644573
240,240,-22.338000000000108
241,241,28.205646513326545
242,242,-26.90000000000003
243,243,-35.80619999999999
244,244,51.61235397439832
245,245,47.18669834301997
246,246,-41.2424
247,247,47.24535735283862
248,248,55.42335454442025
249,249,-24.850800000000163
250,250,-25.12880000000004
251,251,-12.299999999999876
252,252,-19.399999999999977
253,253,57.70368002996402
254,254,41.37786778473322
255,255,56.30162122485731
256,256,-12.699299999999727
257,257,-18.643199999999947
