,episode,total_reward,TD_error
0,0,120.24258347810698,0.0
1,1,121.67617955006611,0.0
2,2,121.80602319353221,0.0
3,3,28.91341433897025,0.0
4,4,-220.01974,-131.23695720534795
5,5,142.72027405839916,0.0
6,6,121.4261338010852,0.0
7,7,124.58487144895449,0.0
8,8,124.83855580252506,0.0
9,9,26.709450571429436,0.0
10,10,126.76354867022332,0.0
11,11,-120.05581,-71.51352471723756
12,12,147.9049306665289,0.0
13,13,126.50902045727551,0.0
14,14,73.29843555144174,0.0
15,15,128.91327735130983,0.0
16,16,16.660165628481366,0.0
17,17,128.91801845777533,0.0
18,18,76.03265976588712,0.0
19,19,122.96985519743527,0.0
20,20,170.7149605278039,0.0
21,21,-120.09953,-60.48621183991163
22,22,-159.14485090615705,-120.0
23,23,77.01519105570296,0.0
24,24,21.80267101042096,0.0
25,25,115.59070755860904,0.0
26,26,-220.12146,-127.41110667315961
27,27,144.41400415812055,0.0
28,28,173.19177155462882,0.0
29,29,-220.13173,[]
30,30,95.46723243276031,0.0
31,31,27.64033726002672,0.0
32,32,175.51144155154847,0.0
33,33,-221.23028,-124.14086830875196
34,34,145.2248795197314,0.0
35,35,175.26480585325504,0.0
36,36,174.52687656382227,0.0
37,37,23.276661309606588,0.0
38,38,47.549322489103616,0.0
39,39,177.3113599680499,0.0
40,40,156.63045752655262,0.0
41,41,-120.20119,-77.80212501717715
42,42,-11.581556668380955,-120.0
43,43,-120.2065,-68.92423100065095
44,44,-11.624145228343139,-120.0
45,45,174.2206641549707,0.0
46,46,129.06668682625315,0.0
47,47,78.11941096777073,0.0
48,48,169.2583374989732,0.0
49,49,-220.23162,-141.0121670690385
50,50,41.01614971976166,0.0
51,51,-120.24097,-71.82277714330976
52,52,188.43894918669244,0.0
53,53,114.80633851607175,0.0
54,54,-220.26177,[]
55,55,138.6821955607392,0.0
56,56,-122.1874,-80.12857395970067
57,57,-100.27475,-68.64659363666233
58,58,146.59338288503446,0.0
59,59,19.808427002032218,0.0
60,60,129.3836378196098,0.0
61,61,115.81621783114934,0.0
62,62,29.60688294749194,0.0
63,63,12.126819360915643,0.0
64,64,21.24253157469174,0.0
65,65,110.33735551858847,0.0
66,66,127.12577982631512,0.0
67,67,26.279464195251492,0.0
68,68,-220.32827,-121.48636145602934
69,69,193.86351338689346,0.0
70,70,74.94731195178379,0.0
71,71,-220.3374,-122.97286660686096
72,72,-60.463031347077845,-120.0
73,73,22.277811739212947,0.0
74,74,72.50720786200549,0.0
75,75,25.397080306519022,0.0
76,76,71.80534673802056,0.0
77,77,169.02101590277414,0.0
78,78,128.8452874307006,0.0
79,79,5.406617689872043,0.0
80,80,70.58359768669028,[]
81,81,-220.36977,-122.47007750162608
82,82,192.06337873516475,0.0
83,83,123.70217750405223,0.0
84,84,127.54560478470202,0.0
85,85,27.261624079384156,0.0
86,86,29.306474103950308,0.0
87,87,96.42582534690318,0.0
88,88,-135.32688000000002,-63.57540133569186
89,89,146.3107666696093,0.0
90,90,116.93368495068383,0.0
91,91,-220.43296,-120.25450855572096
92,92,35.81519775799183,0.0
93,93,118.68952547416853,0.0
94,94,74.31256385486303,0.0
95,95,-32.399127428423924,-120.0
96,96,-120.45549,-63.464182249899316
97,97,97.46894488890817,0.0
98,98,-220.45892,-128.42492777566667
99,99,142.45961808036185,0.0
