,episode,total_reward,TD_error
0,0,167.79357653717165,0.0
1,1,76.54979776730852,0.0
2,2,124.60253650627197,0.0
3,3,-185.16700659320296,-120.0
4,4,15.948751397842713,0.0
5,5,-125.15778,-60.00675175871999
6,6,36.01771043729793,0.0
7,7,-126.96669999999999,-60.027439199999996
8,8,33.819721062888,0.0
9,9,18.677082857146516,0.0
