,episode,total_reward,TD_error
165,165,-132.50596000000002,-61.28164380067524
166,166,106.97111897256505,0.0
167,167,-17.630262027561756,0.0
168,168,-156.5746,-57.844620863975564
169,169,-141.55931,-56.33368916687927
170,170,-219.32258000000002,-116.36827345195809
171,171,-97.5176603318551,-120.0
172,172,140.18920123876717,0.0
173,173,123.9089662473995,0.0
174,174,-374.17447000000004,-118.74938570796608
175,175,157.86847807745457,0.0
176,176,27.70743199526069,0.0
177,177,-121.68612,-61.01167260694978
178,178,-244.00617,-119.92122831742559
179,179,-12.013838465559445,0.0
180,180,85.47114980182204,0.0
181,181,-156.67353416938076,0.0
182,182,-115.68047573422501,0.0
183,183,76.76151635748134,0.0
184,184,-3.625517195271982,0.0
185,185,84.9624383094937,0.0
186,186,-23.477233380701833,0.0
187,187,-237.76784999999998,-119.82110308282192
188,188,98.3790405549162,0.0
189,189,-221.78932,-121.07359209294671
190,190,-107.62122256254291,0.0
191,191,-156.89617445155392,0.0
192,192,-221.82545,-121.09526999999999
193,193,0.4223006958548581,0.0
194,194,-391.33204000000006,-120.66340319999999
195,195,-114.95443481116016,0.0
196,196,-20.462167393410084,0.0
197,197,-113.79162549422406,[]
198,198,-133.13116,-59.57928187156045
199,199,-209.39655000000002,-138.03044223504975
