,episode,total_reward
0,0,76.55777280688767
1,1,-121.52766
2,2,-102.24342
3,3,-202.79039
4,4,35.487023581724316
5,5,166.3062268779626
6,6,-126.30246
7,7,84.1063727638667
8,8,-128.0339
9,9,-104.85826
10,10,26.597742492278435
11,11,15.330854957030166
12,12,-131.32558999999998
13,13,-101.28604999999999
14,14,33.59087307437828
15,15,17.836820949304144
16,16,-235.11699
17,17,77.92047525887811
18,18,148.864751313184
19,19,-137.21232
20,20,119.85414128071207
21,21,-222.21947
22,22,124.07016702522236
23,23,157.33191993022822
24,24,106.30940353324527
25,25,56.043359414615296
26,26,100.04855509188425
27,27,160.57403012750854
28,28,16.559340168015183
29,29,-244.96312
30,30,165.09201002274457
31,31,142.69748840937532
32,32,-13.230526698546598
33,33,-248.96670999999998
34,34,138.0965740246586
35,35,64.76255513025197
36,36,88.20619530232446
37,37,-124.20438
38,38,-108.19858
39,39,56.29012974375688
40,40,159.67682558113387
41,41,59.67475667939543
42,42,-12.34647872371415
43,43,36.85950017787865
44,44,36.798624074102655
45,45,126.98613729277596
46,46,83.50636610510706
47,47,10.63333110786002
48,48,7.955011360976272
49,49,9.796043439404947
50,50,25.75410983752259
51,51,-4.626599806463744
52,52,29.762454219502402
53,53,-266.90416
54,54,49.580388350077655
55,55,72.83635839843163
56,56,-268.29515
57,57,147.2293765185635
58,58,23.463719396680006
59,59,-33.174851809904936
60,60,73.45976334566937
61,61,-227.71113
62,62,30.53885558057972
63,63,-142.14264
64,64,-133.39495
65,65,40.88685378139067
66,66,110.31579429647678
67,67,114.88403153745439
68,68,-176.00086
69,69,35.284072457160775
70,70,60.69970418639576
71,71,12.736270784505606
72,72,-94.46709660573404
73,73,60.68770793620662
74,74,105.51554490023665
75,75,74.64707460321942
76,76,107.75992588427715
77,77,111.67136240092009
78,78,-227.16174999999998
79,79,121.90279706975527
80,80,164.80724489342694
81,81,41.07379321862807
82,82,-289.40404
83,83,21.477166956908675
84,84,-58.615336847028146
85,85,49.956622418931545
86,86,37.167541077246284
87,87,-194.16929000000002
88,88,-127.85860000000001
89,89,110.82391391530263
90,90,158.2206289919257
91,91,-224.93653
92,92,-246.33864864145195
93,93,103.99837318831798
94,94,131.4724652160119
95,95,6.837795657995315
96,96,39.21731807496532
97,97,-12.347974631265487
98,98,48.51302691512037
99,99,-25.544681065740264
100,100,79.75949236259547
101,101,96.64963061080945
102,102,148.00745421577855
103,103,50.713412627299945
104,104,79.75097644711565
105,105,42.812214925472716
106,106,107.62440601318639
107,107,-144.26024999999998
108,108,47.76290038056358
109,109,99.61993308902929
110,110,96.08743629859183
111,111,25.042283158464272
112,112,-48.97308196135353
113,113,96.97278033529828
114,114,-225.45321
115,115,150.53613208732781
116,116,102.58277254139065
117,117,-141.2173
118,118,-208.54324
119,119,22.406910297159996
120,120,-121.08061000000001
121,121,62.19961215420065
122,122,-325.59568
123,123,-208.49335
124,124,-302.19498
125,125,67.70630256761957
126,126,-324.54037000000005
127,127,-101.13214
128,128,21.249275208046726
129,129,58.27634461020807
130,130,-227.80839000000003
131,131,-230.31119
132,132,-298.1098
133,133,12.786070280229552
134,134,-232.15845000000002
135,135,-220.46545
136,136,-59.92353620431588
137,137,-233.47016000000002
138,138,-109.84548000000001
139,139,52.914303986435755
140,140,-121.23756
141,141,-109.9494
142,142,68.38362824730939
143,143,89.95237460076162
144,144,2.122920033606647
145,145,48.837981858684984
146,146,-338.01335
147,147,114.1852615910962
148,148,100.96579748043035
149,149,-243.23709000000002
150,150,168.45001671450507
151,151,-336.88972
152,152,-324.19494000000003
153,153,98.76585969834936
154,154,-94.55474860935016
155,155,-42.08662535736141
156,156,-233.96975
157,157,50.04064660381087
158,158,176.9267525196489
159,159,89.08386558318912
160,160,173.26512364142877
161,161,86.56604351741588
162,162,36.991534003153234
163,163,-121.44967
164,164,118.28322925421277
165,165,13.22693262517457
166,166,102.20307871883172
167,167,-234.26195792876862
168,168,84.0175400770481
169,169,-36.13604593085981
170,170,87.88909000183506
171,171,36.40793996495492
172,172,90.18461992788572
173,173,43.830564212243004
174,174,-93.74079775303416
175,175,-13.93989818544673
176,176,9.061775914678947
177,177,93.02483431385369
178,178,-121.57886
179,179,-65.90786024962992
