,time,vehicle_id,x,y,v_x,v_y,a_x,a_y,heading_angle
0,0.01,car.rightrear0,117.2702203661486,-8.0,22.22,0.0,0.0,0.0,90.0
1,0.02,car.rightrear0,117.49231824099654,-8.0,22.210004997501247,0.0,-0.9995002498751404,0.0,90.0
2,0.03,car.rightrear0,117.71431616679835,-8.0,22.200009995002496,0.0,-0.9995002498751404,0.0,90.0
3,0.04,car.rightrear0,117.93621414355403,-8.0,22.190014992503745,0.0,-0.9995002498751404,0.0,90.0
4,0.05,car.rightrear0,118.15801217126358,-8.0,22.180019990004993,0.0,-0.9995002498751404,0.0,90.0
5,0.06,car.rightrear0,118.379710249927,-8.0,22.170024987506242,0.0,-0.9995002498751404,0.0,90.0
6,0.07,car.rightrear0,118.60130837954428,-8.0,22.16002998500749,0.0,-0.9995002498751404,0.0,90.0
7,0.08,car.rightrear0,118.82280656011544,-8.0,22.15003498250874,0.0,-0.9995002498751404,0.0,90.0
8,0.09,car.rightrear0,119.04420479164045,-8.0,22.140039980009988,0.0,-0.9995002498751404,0.0,90.0
9,0.1,car.rightrear0,119.26550307411935,-8.0,22.130044977511236,0.0,-0.9995002498751404,0.0,90.0
10,0.11,car.rightrear0,119.48670140755212,-8.0,22.120049975012485,0.0,-0.9995002498751404,0.0,90.0
11,0.12,car.rightrear0,119.70779979193874,-8.0,22.110054972513733,0.0,-0.9995002498751404,0.0,90.0
12,0.13,car.rightrear0,119.92879822727924,-8.0,22.100059970014982,0.0,-0.9995002498751404,0.0,90.0
13,0.14,car.rightrear0,120.1496967135736,-8.0,22.09006496751623,0.0,-0.9995002498751404,0.0,90.0
14,0.15,car.rightrear0,120.37049525082185,-8.0,22.08006996501748,0.0,-0.9995002498751404,0.0,90.0
15,0.16,car.rightrear0,120.59119383902394,-8.0,22.070074962518728,0.0,-0.9995002498751404,0.0,90.0
16,0.17,car.rightrear0,120.81179247817991,-8.0,22.060079960019976,0.0,-0.9995002498751404,0.0,90.0
17,0.18,car.rightrear0,121.03229116828976,-8.0,22.050084957521225,0.0,-0.9995002498751404,0.0,90.0
18,0.19,car.rightrear0,121.25268990935348,-8.0,22.040089955022474,0.0,-0.9995002498751404,0.0,90.0
19,0.2,car.rightrear0,121.47298870137105,-8.0,22.030094952523722,0.0,-0.9995002498751404,0.0,90.0
20,0.21,car.rightrear0,121.69318754434249,-8.0,22.02009995002497,0.0,-0.9995002498751404,0.0,90.0
21,0.22,car.rightrear0,121.91328643826782,-8.0,22.01010494752622,0.0,-0.9995002498751404,0.0,90.0
22,0.23,car.rightrear0,122.13328538314698,-8.0,22.000109945027468,0.0,-0.9995002498751404,0.0,90.0
23,0.24,car.rightrear0,122.35318437898005,-8.0,21.990114942528717,0.0,-0.9995002498751404,0.0,90.0
24,0.25,car.rightrear0,122.57298342576698,-8.0,21.980119940029965,0.0,-0.9995002498751404,0.0,90.0
25,0.26,car.rightrear0,122.79268252350776,-8.0,21.970124937531214,0.0,-0.9995002498751404,0.0,90.0
26,0.27,car.rightrear0,123.01228167220242,-8.0,21.960129935032462,0.0,-0.9995002498751404,0.0,90.0
