,time,vehicle_id,x,y,v_x,v_y,a_x,a_y,heading_angle
0,0.01,accel.rear,89.46,-4.8,33.3333,0.0,0.0,0.0,90.0
1,0.02,accel.rear,89.7933267355473,-4.8,33.333,0.0,-0.030000000000285354,0.0,90.0
2,0.03,accel.rear,90.126650471124,-4.8,33.332699999999996,0.0,-0.030000000000285354,0.0,90.0
3,0.04,accel.rear,90.45997120673006,-4.8,33.33239999999999,0.0,-0.030000000000285354,0.0,90.0
4,0.05,accel.rear,90.7932889423655,-4.8,33.33209999999999,0.0,-0.030000000000285354,0.0,90.0
5,0.06,accel.rear,91.12660367803034,-4.8,33.33179999999999,0.0,-0.030000000000285354,0.0,90.0
6,0.07,accel.rear,91.45991541372454,-4.8,33.331499999999984,0.0,-0.030000000000285354,0.0,90.0
7,0.08,accel.rear,91.79322414944814,-4.8,33.33119999999998,0.0,-0.030000000000285354,0.0,90.0
8,0.09,accel.rear,92.12652988520111,-4.8,33.33089999999998,0.0,-0.030000000000285354,0.0,90.0
9,0.1,accel.rear,92.45983262098345,-4.8,33.330599999999976,0.0,-0.030000000000285354,0.0,90.0
10,0.11,accel.rear,92.79313235679518,-4.8,33.33029999999997,0.0,-0.030000000000285354,0.0,90.0
11,0.12,accel.rear,93.12642909263629,-4.8,33.32999999999997,0.0,-0.030000000000285354,0.0,90.0
12,0.13,accel.rear,93.45972282850678,-4.8,33.32969999999997,0.0,-0.030000000000285354,0.0,90.0
13,0.14,accel.rear,93.79301356440665,-4.8,33.329399999999964,0.0,-0.030000000000285354,0.0,90.0
14,0.15,accel.rear,94.12630130033591,-4.8,33.32909999999996,0.0,-0.030000000000285354,0.0,90.0
15,0.16,accel.rear,94.45958603629454,-4.8,33.32879999999996,0.0,-0.030000000000285354,0.0,90.0
16,0.17,accel.rear,94.79286777228255,-4.8,33.328499999999956,0.0,-0.030000000000285354,0.0,90.0
17,0.18,accel.rear,95.12614650829994,-4.8,33.32819999999995,0.0,-0.030000000000285354,0.0,90.0
18,0.19,accel.rear,95.45942224434671,-4.8,33.32789999999995,0.0,-0.030000000000285354,0.0,90.0
19,0.2,accel.rear,95.79269498042287,-4.8,33.32759999999995,0.0,-0.030000000000285354,0.0,90.0
20,0.21,accel.rear,96.1259647165284,-4.8,33.327299999999944,0.0,-0.030000000000285354,0.0,90.0
21,0.22,accel.rear,96.45923145266332,-4.8,33.32699999999994,0.0,-0.030000000000285354,0.0,90.0
22,0.23,accel.rear,96.79249518882762,-4.8,33.32669999999994,0.0,-0.030000000000285354,0.0,90.0
23,0.24,accel.rear,97.12575592502128,-4.8,33.326399999999936,0.0,-0.030000000000285354,0.0,90.0
24,0.25,accel.rear,97.45901366124434,-4.8,33.32609999999993,0.0,-0.030000000000285354,0.0,90.0
25,0.26,accel.rear,97.79226839749678,-4.8,33.32579999999993,0.0,-0.030000000000285354,0.0,90.0
26,0.27,accel.rear,98.1255201337786,-4.8,33.32549999999993,0.0,-0.030000000000285354,0.0,90.0
27,0.28,accel.rear,98.45876887008978,-4.8,33.325199999999924,0.0,-0.030000000000285354,0.0,90.0
28,0.29,accel.rear,98.79201460643037,-4.8,33.32489999999992,0.0,-0.030000000000285354,0.0,90.0
29,0.3,accel.rear,99.12525734280032,-4.8,33.32459999999992,0.0,-0.030000000000285354,0.0,90.0
30,0.31,accel.rear,99.45849707919966,-4.8,33.324299999999916,0.0,-0.030000000000285354,0.0,90.0
31,0.32,accel.rear,99.79173381562838,-4.8,33.32399999999991,0.0,-0.030000000000285354,0.0,90.0
32,0.33,accel.rear,100.12496755208647,-4.8,33.32369999999991,0.0,-0.030000000000285354,0.0,90.0
33,0.34,accel.rear,100.45819828857395,-4.8,33.32339999999991,0.0,-0.030000000000285354,0.0,90.0
34,0.35,accel.rear,100.79142602509081,-4.8,33.323099999999904,0.0,-0.030000000000285354,0.0,90.0
35,0.36,accel.rear,101.12465076163706,-4.8,33.3227999999999,0.0,-0.030000000000285354,0.0,90.0
36,0.37,accel.rear,101.45787249821267,-4.8,33.3224999999999,0.0,-0.030000000000285354,0.0,90.0
