,time,vehicle_id,x,y,v_x,v_y,a_x,a_y,heading_angle
0,0.01,car.rightforward0,190.03913866926734,-8.0,22.22,0.0,0.0,0.0,90.0
1,0.02,car.rightforward0,190.2613575962692,-8.0,22.222110331448214,0.0,0.21103314482147084,0.0,90.0
2,0.03,car.rightforward0,190.4835968332685,-8.0,22.22414135108079,0.0,0.20310196325752372,0.0,90.0
3,0.04,car.rightforward0,190.70585559148893,-8.0,22.226093492311012,0.0,0.19521412302232477,0.0,90.0
4,0.05,car.rightforward0,190.9281330864672,-8.0,22.227967186446772,0.0,0.18736941357602177,0.0,90.0
5,0.06,car.rightforward0,191.15042853803214,-8.0,22.229762862699832,0.0,0.17956762530602077,0.0,90.0
6,0.07,car.rightforward0,191.3727411702838,-8.0,22.23148094819506,0.0,0.17180854952272284,0.0,90.0
7,0.08,car.rightforward0,191.5950702115726,-8.0,22.233121867979612,0.0,0.1640919784552608,0.0,90.0
8,0.09,car.rightforward0,191.8174148944787,-8.0,22.234686045032095,0.0,0.15641770524830179,0.0,90.0
9,0.1,car.rightforward0,192.03977445579153,-8.0,22.23617390027168,0.0,0.14878552395849454,0.0,90.0
10,0.11,car.rightforward0,192.26214813648897,-8.0,22.23758585256719,0.0,0.14119522955091668,0.0,90.0
11,0.12,car.rightforward0,192.48453518171738,-8.0,22.238922318746138,0.0,0.13364661789481147,0.0,90.0
12,0.13,car.rightforward0,192.7069348407708,-8.0,22.24018371360374,0.0,0.12613948576039036,0.0,90.0
13,0.14,car.rightforward0,192.9293463670711,-8.0,22.2413704499119,0.0,0.1186736308159908,0.0,90.0
14,0.15,car.rightforward0,193.1517690181476,-8.0,22.242482938428132,0.0,0.1112488516231025,0.0,90.0
15,0.16,car.rightforward0,193.37420205561713,-8.0,22.24352158790447,0.0,0.10386494763388043,0.0,90.0
16,0.17,car.rightforward0,193.59664474516404,-8.0,22.244486805096336,0.0,0.09652171918652641,0.0,90.0
17,0.18,car.rightforward0,193.81909635652036,-8.0,22.24537899477137,0.0,0.08921896750351266,0.0,90.0
18,0.19,car.rightforward0,194.04155616344588,-8.0,22.24619855971823,0.0,0.0819564946858975,0.0,90.0
