,time,vehicle_id,x,y,v_x,v_y,a_x,a_y,heading_angle
0,0.01,ego,184.4590696216788,-4.8,22.22,0.0,0.0,0.0,90.0
1,0.02,ego,184.68116396191823,-4.8,22.209651533190627,0.0,-1.034846680937207,0.0,90.0
2,0.03,ego,184.90311839683312,-4.8,22.19566086371895,0.0,-1.399066947167782,0.0,90.0
3,0.04,ego,185.12515108755338,-4.8,22.203486520892472,0.0,0.7825657173523126,0.0,90.0
4,0.05,ego,185.34704906430903,-4.8,22.190014992503745,0.0,-1.347152838872745,0.0,90.0
5,0.06,ego,185.5688470920186,-4.8,22.180019990004993,0.0,-0.9995002498751404,0.0,90.0
6,0.07,ego,185.790545170682,-4.8,22.170024987506242,0.0,-0.9995002498751404,0.0,90.0
7,0.08,ego,186.0121433002993,-4.8,22.16002998500749,0.0,-0.9995002498751404,0.0,90.0
8,0.09,ego,186.23364148087046,-4.8,22.15003498250874,0.0,-0.9995002498751404,0.0,90.0
9,0.1,ego,186.4550397123955,-4.8,22.140039980009988,0.0,-0.9995002498751404,0.0,90.0
10,0.11,ego,186.67633799487436,-4.8,22.130044977511236,0.0,-0.9995002498751404,0.0,90.0
11,0.12,ego,186.89753632830713,-4.8,22.120049975012485,0.0,-0.9995002498751404,0.0,90.0
12,0.13,ego,187.1186347126938,-4.8,22.110054972513733,0.0,-0.9995002498751404,0.0,90.0
13,0.14,ego,187.33963314803427,-4.8,22.100059970014982,0.0,-0.9995002498751404,0.0,90.0
14,0.15,ego,187.56053163432864,-4.8,22.09006496751623,0.0,-0.9995002498751404,0.0,90.0
15,0.16,ego,187.78133017157685,-4.8,22.08006996501748,0.0,-0.9995002498751404,0.0,90.0
16,0.17,ego,188.00202875977897,-4.8,22.070074962518728,0.0,-0.9995002498751404,0.0,90.0
17,0.18,ego,188.22262739893495,-4.8,22.060079960019976,0.0,-0.9995002498751404,0.0,90.0
18,0.19,ego,188.44312608904477,-4.8,22.050084957521225,0.0,-0.9995002498751404,0.0,90.0
19,0.2,ego,188.66352483010849,-4.8,22.040089955022474,0.0,-0.9995002498751404,0.0,90.0
20,0.21,ego,188.88382362212607,-4.8,22.030094952523722,0.0,-0.9995002498751404,0.0,90.0
21,0.22,ego,189.1040224650975,-4.8,22.02009995002497,0.0,-0.9995002498751404,0.0,90.0
22,0.23,ego,189.32412135902285,-4.8,22.01010494752622,0.0,-0.9995002498751404,0.0,90.0
23,0.24,ego,189.54412030390202,-4.8,22.000109945027468,0.0,-0.9995002498751404,0.0,90.0
24,0.25,ego,189.76401929973508,-4.8,21.990114942528717,0.0,-0.9995002498751404,0.0,90.0
25,0.26,ego,189.98381834652199,-4.8,21.980119940029965,0.0,-0.9995002498751404,0.0,90.0
26,0.27,ego,190.2035174442628,-4.8,21.970124937531214,0.0,-0.9995002498751404,0.0,90.0
27,0.28,ego,190.42311659295746,-4.8,21.960129935032462,0.0,-0.9995002498751404,0.0,90.0
28,0.29,ego,190.64261579260597,-4.8,21.95013493253371,0.0,-0.9995002498751404,0.0,90.0
29,0.3,ego,190.86201504320837,-4.8,21.94013993003496,0.0,-0.9995002498751404,0.0,90.0
