,time,vehicle_id,x,y,v_x,v_y,a_x,a_y,heading_angle
0,0.01,car.leftrear1,168.76625823680286,-1.6,22.22,0.0,0.0,0.0,90.0
1,0.02,car.leftrear1,168.98855600974304,-1.6,22.22999500249875,0.0,0.9995002498751404,0.0,90.0
2,0.03,car.leftrear1,169.21095373172938,-1.6,22.2399900049975,0.0,0.9995002498751404,0.0,90.0
3,0.04,car.leftrear1,169.43345140276188,-1.6,22.249985007496253,0.0,0.9995002498751404,0.0,90.0
4,0.05,car.leftrear1,169.65604902284048,-1.6,22.259980009995004,0.0,0.9995002498751404,0.0,90.0
5,0.06,car.leftrear1,169.87874659196518,-1.6,22.269975012493756,0.0,0.9995002498751404,0.0,90.0
6,0.07,car.leftrear1,170.10154411013605,-1.6,22.279970014992507,0.0,0.9995002498751404,0.0,90.0
7,0.08,car.leftrear1,170.32444157735304,-1.6,22.28996501749126,0.0,0.9995002498751404,0.0,90.0
8,0.09,car.leftrear1,170.54743899361614,-1.6,22.29996001999001,0.0,0.9995002498751404,0.0,90.0
9,0.1,car.leftrear1,170.77053635892543,-1.6,22.30995502248876,0.0,0.9995002498751404,0.0,90.0
10,0.11,car.leftrear1,170.99373367328081,-1.6,22.319950024987513,0.0,0.9995002498751404,0.0,90.0
11,0.12,car.leftrear1,171.2170309366823,-1.6,22.329945027486264,0.0,0.9995002498751404,0.0,90.0
12,0.13,car.leftrear1,171.44042814912999,-1.6,22.339940029985016,0.0,0.9995002498751404,0.0,90.0
13,0.14,car.leftrear1,171.66392531062377,-1.6,22.349935032483767,0.0,0.9995002498751404,0.0,90.0
14,0.15,car.leftrear1,171.88752242116368,-1.6,22.35993003498252,0.0,0.9995002498751404,0.0,90.0
15,0.16,car.leftrear1,172.11121948074972,-1.6,22.36992503748127,0.0,0.9995002498751404,0.0,90.0
16,0.17,car.leftrear1,172.3350164893819,-1.6,22.37992003998002,0.0,0.9995002498751404,0.0,90.0
17,0.18,car.leftrear1,172.5589134470602,-1.6,22.389915042478773,0.0,0.9995002498751404,0.0,90.0
18,0.19,car.leftrear1,172.78290931868275,-1.6,22.39980653377684,0.0,0.9891491298066768,0.0,90.0
19,0.2,car.leftrear1,173.00700256804492,-1.6,22.409544403103425,0.0,0.9737869326585269,0.0,90.0
20,0.21,car.leftrear1,173.23119166804867,-1.6,22.419129561132515,0.0,0.9585158029089769,0.0,90.0
21,0.22,car.leftrear1,173.45547510065575,-1.6,22.42856291385393,0.0,0.94333527214161,0.0,90.0
22,0.23,car.leftrear1,173.6798513568412,-1.6,22.437845362595024,0.0,0.9282448741092963,0.0,90.0
